POLICY_ID,CLAIM_NB,CLAIM_TOTAL_AMOUNT
1113393,1,2301.82
1113401,2,4006.64
1113403,1,1128.0
1113407,1,2213.24
1113409,1,2458.93
1113419,1,82.05
1113434,1,1128.12
1113444,1,1128.12
1113449,1,1128.12
1113489,1,118.9
1113490,1,2320.45
1113501,1,1128.12
1113511,1,1128.12
1113522,1,1128.12
1113582,1,81.33
1113599,1,1355.56
1113631,1,1128.12
1113638,1,1327.56
1113651,1,79.16
1113677,1,864.24
1113785,1,2140.0
1113911,1,1128.12
1113919,2,1201.4099999999999
1113930,1,1128.0
1114024,1,2247.24
1114033,1,1561.35
1114044,1,1674.7
1114197,1,70.2
1114226,2,1916.66
1114238,1,267.13
1114249,1,2885.4
1114268,2,1241.77
1114282,1,83.86
1114327,1,1235.34
1114362,1,80.21
1114409,1,1128.12
1114428,1,394.9
1114440,1,564.0
1114460,1,2652.11
1114491,1,286.58
1114501,1,1729.61
1114589,1,96.8
1114601,1,82.08
1114606,1,570.77
1114627,1,1128.12
1114649,1,768.98
1114704,1,25.49
1114718,1,1557.1
1114738,1,1128.12
1114749,1,8157.47
1114774,2,2242.54
1114833,1,1128.0
1114845,1,842.46
1114917,1,172.7
1114936,1,1128.12
1115019,1,1085.45
1115121,1,25298.32
1115169,1,1128.12
1115219,1,115.38
1115248,1,1128.12
1115348,1,1703.15
1115359,1,1128.0
1115387,1,1128.0
1115395,1,1128.12
1115407,1,2343.92
1115411,2,682.22
1115454,1,564.12
1115468,1,1673.08
1115513,2,4538.47
1115520,1,1128.12
1115545,2,1482.61
1115569,1,271.63
1115597,1,1128.12
1115711,1,6163.52
1115715,1,94.97
1115734,1,72.18
1115752,1,1128.12
1115772,1,2779.85
1115793,1,564.06
1115825,1,3047.98
1115856,1,59.14
1115858,1,67.47
1115861,1,1341.2
1115898,1,1128.0
1116006,1,1128.12
1116016,1,1128.12
1116028,1,2241.93
1116032,1,1280.57
1116038,2,3561.48
1116194,1,351.32
1116225,1,1128.12
1116234,1,1.82
1116265,1,1120.47
1116306,1,1132.34
1116390,1,2088.55
1116419,1,2498.72
1116433,2,1360.63
1116441,1,81.13
1116445,1,5701.59
1116457,1,1128.12
1116504,1,1128.12
1116549,1,523.6
1116558,1,1128.0
1116614,1,1128.0
1116648,1,1931.83
1116706,1,1128.12
1116710,1,1128.0
1116733,1,78.24
1116736,1,1128.0
1116811,1,1128.0
1116822,1,1128.12
1116877,2,3813.5499999999997
1116902,1,2914.61
1116905,1,397.03
1116947,1,1128.12
1116961,1,776.2
1116972,1,1128.0
1116974,1,802.25
1116980,1,2127.97
1117001,1,36.29
1117025,2,1541.45
1117059,1,1111.87
1117061,1,98.8
1117070,1,5892.93
1117102,2,904.49
1117107,3,6886.9800000000005
1117109,1,1128.0
1117113,1,3225.36
1117170,1,77.0
1117221,1,76.63
1117225,2,8720.11
1117241,1,1433.12
1117305,1,949.08
1117334,1,1128.12
1117348,1,1676.94
1117351,1,18900.0
1117358,1,1128.12
1117365,1,1128.12
1117374,1,432.48
1117513,1,1128.12
1117523,1,319.82
1117533,1,58.85
1117535,1,502.29
1117571,1,1128.12
1117644,1,307096.42
1117685,1,1128.12
1117737,1,76.1
1117758,1,403.46
1117769,1,1128.12
1117854,1,1128.0
1117859,1,962.3
1117862,1,3837.36
1117876,1,70.78
1117895,1,1449.4
1117907,2,3018.49
1117926,1,1235.71
1117940,1,72.55
1117961,1,11000.0
1117963,1,1720.57
1118013,1,1128.12
1118015,3,4515.67
1118047,1,1128.12
1118057,1,95.43
1118060,1,1128.0
1118070,1,302.21
1118092,1,2438.0
1118101,1,1128.12
1118126,1,1128.12
1118133,1,1128.0
1118171,1,78.0
1118216,1,832.9
1118219,1,1128.0
1118270,1,282.09
1118286,1,1128.12
1118290,1,1128.12
1118299,1,1128.12
1118337,1,74.27
1118369,1,1128.0
1118379,2,2193.83
1118388,1,75.47
1118391,1,313.95
1118427,1,1128.0
1118440,1,359.58
1118498,1,3256.47
1118500,1,92.49
1118513,1,1128.0
1118524,1,1128.12
1118529,1,34.91
1118576,1,1128.12
1118578,1,201.96
1118607,1,1809.31
1118631,1,1128.12
1118635,1,65.27
1118638,1,1783.87
1118646,1,3006.14
1118649,2,1780.79
1118662,1,1128.0
1118685,1,1030.81
1118691,1,3086.18
1118692,1,1128.12
1118703,1,564.06
1118709,2,2256.0
1118729,1,11544.09
1118743,1,1128.0
1118785,1,2177.32
1118830,1,39.3
1118903,1,1128.0
1118980,1,68.56
1118990,1,525.22
1118993,1,1128.12
1119015,1,67.11
1119029,1,4427.84
1119034,1,1128.12
1119044,1,1128.12
1119054,1,109.39
1119129,1,1128.0
1119172,1,290.19
1119186,1,1128.12
1119224,1,1128.12
1119227,1,3439.12
1119297,1,130.54
1119403,1,26.35
1119412,1,1128.12
1119454,1,1128.0
1119485,1,1128.0
1119490,1,1128.12
1119503,1,8750.45
1119522,1,1128.12
1119550,1,1128.0
1119586,1,7128.12
1119630,1,1128.12
1119652,1,8000.0
1119684,1,1253.93
1119688,1,1128.12
1119691,1,1609.49
1119694,1,1128.0
1119708,1,698.05
1119728,1,1104.15
1119731,1,1128.0
1119734,1,92.99
1119739,1,1486.59
1119740,1,669.39
1119744,1,2778.83
1119798,1,57.93
1119875,1,1128.12
1119878,1,78.4
1119885,1,485.74
1119890,1,763.12
1119965,2,4680.5599999999995
1119966,1,1128.0
1119992,1,3862.14
1119994,1,1128.0
1120003,1,1687.51
1120043,1,500.0
1120045,1,1000.0
1120087,1,134.16
1120106,1,111.77
1120139,1,159.41
1120148,1,1295.11
1120166,2,2256.12
1120168,1,1128.12
1120182,1,1128.12
1120184,1,2319.21
1120196,1,1128.0
1120252,1,1128.12
1120286,1,74.79
1120308,1,29.77
1120316,1,1191.24
1120325,1,1128.12
1120328,1,169.29
1120354,1,65.64
1120355,1,16945.63
1120366,1,375.36
1120372,1,155.1
1120377,1,4075400.56
1120385,1,1128.0
1120414,1,1128.0
1120423,1,1128.12
1120428,1,1128.0
1120432,1,443.01
1120479,1,1128.0
1120533,1,70.37
1120550,1,366.53
1120562,1,1128.12
1120592,1,1571.35
1120598,2,1280.57
1120600,1,1128.0
1120612,3,1581.26
1120636,2,1918.54
1120638,2,1322.02
1120661,1,302.15
1120673,2,2850.25
1120706,1,12308.76
1120712,1,2593.62
1120728,1,172.99
1120733,1,165.35
1120746,2,1028.33
1120747,1,1128.12
1120755,1,545.39
1120759,1,127.63
1120768,1,1128.12
1120801,1,1128.0
1120809,1,1128.12
1120812,1,1128.0
1120822,1,1356.79
1120848,1,928.07
1120864,2,3128.12
1120869,1,207.95
1120884,1,1128.12
1120898,1,1602.4
1120945,1,393.09
1120952,1,2906.15
1120967,1,301.05
1121045,1,73.24
1121062,1,72.04
1121069,1,268.93
1121141,1,1128.12
1121163,1,4176.98
1121191,1,1128.12
1121194,1,1128.0
1121208,1,1312.56
1121261,2,2256.24
1121268,1,96.64
1121272,1,167.17
1121327,1,1128.0
1121353,1,323.13
1121431,1,4128.0
1121471,1,1128.12
1121485,1,1128.12
1121513,1,255.3
1121545,1,1128.12
1121585,1,763.2
1121592,1,5174.81
1121622,1,1128.12
1121635,1,69.29
1121737,1,1148.0
1121770,1,1994.1
1121792,1,1128.12
1121846,2,5729.51
1121858,1,21.88
1121871,1,6678.2
1121884,1,357.03
1121899,1,1070.52
1121910,1,67.16
1121911,2,2256.12
1121912,1,1128.12
1121927,1,78.46
1121949,1,5987.92
1121951,1,1128.12
1121990,1,3160.85
1122002,1,96.63
1122057,1,365.75
1122114,1,80.77
1122134,1,277.68
1122142,1,697.31
1122148,1,1626.8
1122155,1,811.26
1122160,1,2443.36
1122167,1,1128.12
1122179,1,66423.85
1122189,1,1447.42
1122201,1,189.08
1122243,1,1242.02
1122246,1,1128.0
1122301,1,1128.0
1122318,1,1128.0
1122320,1,1128.12
1122359,2,1127.91
1122382,1,1128.12
1122403,1,2703.41
1122437,2,2256.24
1122446,1,1524.49
1122464,1,500.42
1122466,1,6859.56
1122476,1,966.36
1122478,1,3137.83
1122491,1,558.07
1122497,1,1150.22
1122507,1,939.82
1122510,1,1128.12
1122513,1,564.0
1122521,1,1914.98
1122539,1,1128.0
1122543,1,1128.0
1122563,1,1128.12
1122621,1,1128.0
1122657,1,1488.08
1122759,1,1128.12
1122762,1,3047.52
1122767,1,1128.12
1122771,1,1611.08
1122785,1,81.25
1122787,1,1128.12
1122798,1,2166.59
1122804,1,162.23
1122827,1,481.31
1122844,1,1128.0
1122847,1,1128.12
1122927,1,50.07
1122949,1,1320.12
1122952,1,783.92
1122954,1,1128.0
1122963,1,77.5
1122987,1,489.72
1123011,1,832.33
1123015,1,1128.12
1123029,1,63.28
1123062,1,1128.0
1123109,1,427.33
1123113,1,360.83
1123131,1,1128.0
1123155,1,304.9
1123156,1,165.62
1123165,1,2077.01
1123180,1,1488.49
1123184,1,1128.0
1123191,1,1128.0
1123200,1,1128.12
1123206,1,943.59
1123214,1,2358.43
1123221,1,1128.0
1123258,1,215.43
1123269,1,13.77
1123281,1,1128.0
1123284,1,1586.62
1123294,1,62.95
1123300,2,1692.12
1123353,1,1128.0
1123356,1,564.0
1123364,1,1004.61
1123379,1,1201.05
1123381,1,1128.12
1123394,1,1128.0
1123422,1,227.37
1123432,1,1128.12
1123439,1,2619.17
1123446,1,1128.12
1123465,1,1128.12
1123505,1,1301.16
1123534,1,235.51
1123546,1,784.45
1123568,1,450.92
1123668,1,1128.0
1123718,1,1128.12
1123726,1,201.57
1123739,1,1128.0
1123761,1,1128.0
1123809,1,1128.0
1123819,1,1128.0
1123861,1,305.02
1123878,1,266.64
1123879,1,1128.12
1123889,1,1128.0
1123890,1,3817.96
1123901,1,4.19
1123905,1,1128.0
1123914,1,1128.12
1123932,1,1128.12
1123934,1,1447.1
1123944,1,6157.79
1123961,1,107.49
1123994,1,1128.0
1124027,2,4128.0
1124037,1,1128.0
1124045,1,1128.0
1124051,1,1128.0
1124054,1,1128.0
1124057,1,1128.0
1124070,1,5805.3
1124094,1,436.18
1124120,1,1128.0
1124282,1,1128.0
1124285,1,449.74
1124286,1,1128.12
1124311,1,1128.0
1124350,1,1128.0
1124371,1,72.93
1124373,1,743.18
1124374,1,1718.83
1124398,1,1223.85
1124400,1,320.53
1124405,1,1128.12
1124428,1,904.06
1124433,1,1128.0
1124441,1,213.37
1124536,1,824.7
1124591,1,78.22
1124592,1,1128.0
1124629,1,1128.12
1124641,1,1128.0
1124669,1,1128.12
1124682,1,1758.0
1124739,1,75.47
1124779,1,1128.0
1124880,1,3131.4
1124892,1,1444.01
1124960,1,3257.78
1125026,1,1128.0
1125059,1,640.41
1125147,1,1003.15
1125197,1,450.53
1125221,1,1128.0
1125286,1,126.93
1125379,1,297.22
1125388,1,739.84
1125400,1,58.32
1125430,1,1128.0
1125525,1,65.27
1125700,1,1128.12
1125745,1,1128.12
1125820,1,1992.97
1125843,1,581.5
1125846,1,83.85
1125905,1,507.64
1126014,1,1128.12
1126141,1,1128.0
1126155,1,1128.0
1126302,1,1128.12
1126385,1,1128.12
1126399,2,1199.65
1126428,1,1128.0
1126444,1,43808.54
1126447,1,1128.0
1126557,1,1128.12
1126581,1,1215.48
1126598,1,1128.12
1126644,1,1128.0
1126653,2,4328.030000000001
1126715,1,61.99
1126763,1,2433.83
1126813,1,1000.0
1126866,1,50.27
1126874,1,1128.12
1126940,1,1974.81
1126949,1,461.11
1126999,1,1209.93
1127030,1,1128.0
1127073,1,2565.84
1127140,1,606.36
1127229,1,108.93
1127306,1,261.41
1127310,1,1128.12
1127326,1,1128.12
1127363,1,4934.85
1127608,1,1128.0
1127622,1,35.1
1127637,1,1128.12
1127706,1,71.65
1127759,1,339.6
1127761,1,1163.05
1127849,1,363.58
1127873,1,1128.0
1127875,1,1330.13
1127907,1,1128.0
1127948,1,66.41
1128072,1,72.92
1128089,1,1128.0
1128173,1,11.0
1128190,1,1128.0
1128216,1,1128.12
1128225,1,1208.34
1128356,1,553.54
1128376,1,1128.12
1128436,1,1128.12
1128473,1,311.07
1128489,1,1128.12
1128495,1,1128.12
1128643,1,1128.0
1128749,1,1144.64
1128754,1,1128.12
1128770,1,1128.12
1128793,1,1128.0
1128836,1,2911.66
1128872,1,60.17
1128953,1,1128.12
1129065,2,2363.7200000000003
1129178,1,1128.12
1129184,1,1128.12
1129202,1,443.16
1129276,2,1338.35
1129336,1,110.79
1129357,1,1128.0
1129494,1,427.72
1129553,2,5646.08
1129663,1,40.86
1129832,1,1128.12
1129854,1,1128.12
1129869,1,1270.13
1129936,1,169.4
1130000,1,2652.61
1130021,1,87.85
1130104,1,2435.82
1130212,1,765.65
1130224,1,1128.12
1130244,1,1128.12
1130369,1,2929.32
1130376,2,7103.87
1130387,1,1123.99
1130448,1,378.21
1130527,1,1128.0
1130550,1,1710.88
1130603,1,82.05
1130738,1,1128.0
1130832,1,2151.67
1130859,1,917.15
1130908,1,578.59
1130931,1,1128.12
1130936,1,1128.0
1130955,1,1980.78
1130987,1,1128.12
1131182,1,1128.12
1131259,1,65.27
1131317,1,1128.12
1131374,1,2161.57
1131416,1,1128.12
1131454,1,1128.12
1131495,1,564.06
1131558,1,350.71
1131574,1,1128.12
1131605,1,2228.0
1131668,1,1128.0
1131685,1,76.62
1131709,1,5404.98
1131878,1,1128.0
1131989,1,65.0
1132021,1,1128.12
1132204,1,1190.05
1132227,1,1128.12
1132312,1,1314.75
1132366,1,1128.12
1132385,1,71.76
1132407,1,1128.0
1132420,1,52.47
1132434,1,1128.12
1132535,2,1442.3100000000002
1132568,1,209.26
1132595,1,1128.0
1132602,1,197.35
1132655,1,65.0
1132676,1,1128.0
1132759,1,524.99
1132930,1,85.88
1132977,1,593.59
1132997,1,1128.12
1133068,1,476.66
1133072,1,564.06
1133250,1,1128.12
1133252,1,154.43
1133329,1,97.83
1133357,1,85.33
1133390,1,1128.12
1133562,1,1128.12
1133567,1,1444.43
1133586,1,2300.93
1133621,1,1128.12
1133641,1,87.59
1133651,2,2256.12
1133699,1,1128.12
1133747,1,1128.12
1133787,1,585.81
1133867,1,1128.12
1133907,1,1128.0
1134024,1,72.93
1134092,1,4283.6
1134130,1,1128.0
1134159,1,1128.0
1134182,1,1128.0
1134246,1,1128.0
1134257,1,1128.12
1134304,1,29.06
1134314,1,331.34
1134318,1,1128.12
1134349,1,1128.12
1134395,1,120.76
1134409,1,7018.84
1134609,1,1128.12
1134679,1,204.09
1134691,1,1128.12
1134701,1,156.78
1134709,1,1128.0
1134789,1,63.86
1134925,1,564.06
1135075,1,343.45
1135094,1,1128.0
1135180,1,582.78
1135438,1,1128.12
1135650,1,1013.79
1135696,1,1128.12
1135740,1,1128.12
1135894,1,1128.12
1135924,1,1275.83
1136101,1,1652.12
1136129,1,1128.12
1136195,1,10298.77
1136291,1,1128.0
1136302,1,1128.0
1136334,1,1128.0
1136349,1,69.65
1136451,1,2789.36
1136561,1,1013.78
1136575,1,3409.99
1136652,1,1128.12
1136680,1,1628.12
1136716,1,1128.12
1136725,1,1128.12
1136771,1,1128.12
1136840,1,1571.74
1136842,1,1128.0
1136936,1,1645.25
1136938,1,3718.94
1136983,1,1128.12
1137177,1,146.73
1137192,1,910.71
1137244,1,1128.12
1137278,1,1128.0
1137325,1,863.86
1137332,1,1128.0
1137389,1,752.65
1137411,1,5159.62
1137427,1,1128.12
1137471,1,1128.0
1137524,1,1128.12
1137564,1,13091.81
1137581,1,4758.41
1137613,1,1128.12
1138137,2,2465.95
1138140,1,21.29
1138145,1,19.81
1138196,1,91.91
1138204,1,280.78
1138279,1,1791.72
1138290,1,1128.0
1138319,1,1287.18
1138361,1,595.53
1138376,2,5447.51
1138401,1,1128.12
1138472,1,1128.12
1138482,1,1330.91
1138518,1,1128.12
1138555,1,1128.12
1138605,1,1128.12
1138740,1,76.61
1138855,1,14.62
1138885,1,435.37
1138921,1,151.36
1138966,1,5601.67
1139032,1,1128.0
1139071,2,1240.0300000000002
1139118,1,1128.0
1139366,1,385.57
1139382,1,1011.93
1139384,1,284.84
1139417,1,1128.0
1139423,1,1128.12
1139433,1,4353.45
1139440,1,199.61
1139462,1,26.25
1139465,1,1128.12
1139486,1,3626.83
1139564,1,1239.95
1139570,1,1128.12
1139639,1,656.9
1139710,1,1128.12
1139756,1,913.07
1139764,1,74.7
1139802,1,1128.12
1139827,2,1474.3899999999999
1139887,1,1128.0
1139910,1,533.6
1139972,1,1128.0
1140000,1,1128.12
1140008,1,135.19
1140023,1,126.4
1140127,1,1128.0
1140170,1,120.27
1140194,1,315.22
1140230,1,1128.0
1140294,1,1128.0
1140302,1,1128.12
1140308,1,725.0
1140345,1,1128.12
1140386,1,3131.63
1140390,1,7551.98
1140397,1,1128.0
1140554,1,4728.12
1140624,1,1128.12
1140625,1,76.22
1140648,1,1128.0
1140654,1,323.9
1140712,1,1759.72
1140790,1,1128.12
1140796,1,1128.12
1140806,1,1128.12
1140813,1,2239.56
1140888,1,2527.81
1140899,1,1128.12
1140927,1,1128.0
1140936,1,287.81
1140949,2,1218.31
1140963,1,731.67
1140999,1,1128.0
1141092,1,1128.0
1141104,1,3523.91
1141142,1,1128.0
1141144,1,2713.23
1141184,1,1524.49
1141257,1,161.85
1141300,1,95.22
1141307,1,1128.0
1141318,1,1346.68
1141323,1,1128.0
1141333,1,65.9
1141342,1,2256.25
1141440,1,4765.56
1141456,1,1128.12
1141611,1,65.59
1141635,1,560.78
1141656,1,7145.0
1141688,1,1128.12
1141696,1,1128.0
1141711,2,2256.12
1141777,1,76.64
1141804,1,1128.12
1141812,1,80.29
1141841,1,118.68
1141875,1,1600.16
1141907,1,959.71
1142082,1,1128.0
1142129,1,71.65
1142137,1,947.75
1142145,1,4466.61
1142146,1,2558.86
1142175,1,76.63
1142329,1,1171.02
1142374,1,194.45
1142408,1,1865.38
1142461,1,1128.12
1142519,1,1516.13
1142520,1,4014.02
1142577,1,247.76
1142637,1,2681.56
1142670,1,1634.37
1142686,1,72.69
1142735,1,1128.0
1142754,1,150.41
1142760,1,1128.12
1142849,1,1128.12
1142862,1,3076.11
1142868,1,1128.12
1142995,1,1681.07
1143033,1,1128.0
1143066,2,2256.24
1143128,1,1128.12
1143358,1,1128.12
1143381,1,1340.21
1143384,1,21494.43
1143386,1,1507.09
1143422,1,1128.0
1143438,1,1128.12
1143472,1,1128.0
1143482,1,2502.92
1143518,1,1964.16
1143603,1,1128.12
1143618,1,1051.77
1143685,1,1128.12
1143787,1,591.22
1143950,1,649.54
1144141,1,1128.0
1144143,1,1128.12
1144171,1,1128.0
1144176,1,184.12
1144204,1,1128.0
1144224,1,2256.24
1144259,1,1217.99
1144297,1,1128.12
1144299,1,1128.0
1144323,1,1128.0
1144371,1,1128.12
1144381,1,1128.12
1144398,1,3992.84
1144451,1,1285.53
1144492,1,609.8
1144510,1,1128.12
1144518,1,252.4
1144524,1,567.7
1144560,1,828.84
1144611,1,65.78
1144613,1,152.45
1144653,1,1128.0
1144662,1,85.97
1144703,1,1128.12
1144843,2,2256.12
1144866,1,12.19
1144929,1,1652.12
1144958,1,338.39
1145000,1,1128.0
1145004,1,1128.0
1145110,1,1128.0
1145280,1,1128.12
1145459,1,1459.25
1145521,1,27.64
1145557,1,849.0
1145580,1,1128.12
1145621,1,1128.12
1145652,1,572.56
1145654,1,1857.29
1145661,1,1628.12
1145815,1,3353.98
1145825,1,630.12
1145859,1,1412.02
1145871,1,1128.0
1145888,1,1128.12
1145924,1,1128.0
1145974,1,574.24
1146141,1,1105.27
1146171,1,623.43
1146198,2,2256.12
1146211,1,1128.0
1146220,1,948.43
1146329,1,1128.12
1146332,1,432.63
1146344,1,1128.0
1146465,1,2196.1
1146481,1,1128.12
1146539,1,1484.07
1146641,1,1179.7
1146672,1,1128.0
1146710,1,403.58
1146730,1,1128.12
1146735,1,2302.57
1147021,1,1128.0
1147049,1,677.1
1147089,1,1128.12
1147117,2,2256.12
1147147,2,2979.3199999999997
1147161,1,18806.7
1147195,1,213.21
1147238,1,70.2
1147310,1,1128.12
1147318,1,788.08
1147347,1,1067.14
1147357,1,1128.0
1147371,1,231.96
1147376,2,1571.4599999999998
1147410,1,1128.12
1147461,1,1128.12
1147487,1,66.0
1147578,2,1014.6099999999999
1147642,1,386.76
1147707,1,1128.12
1147773,1,564.0
1147777,1,1128.12
1148101,1,1128.0
1148159,1,1128.0
1148254,1,615.43
1148299,1,1128.0
1148308,1,601.65
1148352,1,1128.12
1148527,1,327.62
1148660,1,1128.12
1148662,1,72.55
1148801,2,2256.24
1148883,1,1128.12
1148946,1,1128.12
1148949,1,2319.01
1148969,1,834.78
1149012,1,1128.12
1149038,1,1128.0
1149148,1,1128.12
1149213,1,564.06
1149308,1,125.51
1149310,1,1528.12
1149328,1,78.66
1149388,1,409.82
1149452,1,1128.12
1149503,1,562.62
1149519,1,2565.21
1149521,1,74.35
1149579,1,1128.12
1149635,1,1128.0
1149710,1,69.29
1149720,1,1128.12
1149781,1,2133.55
1149803,1,1589.31
1149819,1,1128.12
1149943,1,1128.12
1149972,1,132.94
1150026,1,564.0
1150031,1,72.93
1150259,1,1074.53
1150280,1,527.72
1150329,2,835.27
1150353,1,1128.12
1150366,1,577.89
1150382,1,1128.12
1150432,1,261.38
1150476,1,80.77
1150500,1,1128.12
1150531,1,1128.0
1150643,1,1128.0
1150655,2,2256.12
1150772,1,1488.58
1150809,1,1128.12
1150810,1,1128.0
1150821,1,1128.12
1150859,1,1190.72
1150880,1,1128.12
1150883,1,48.13
1150901,1,1128.12
1150920,1,4544.29
1151008,1,1617.41
1151020,1,1855.08
1151194,1,1128.12
1151264,1,1128.12
1151302,1,1203.58
1151421,1,1128.0
1151555,1,4814.05
1151578,1,1128.12
1151598,1,1128.12
1151659,1,1128.0
1151669,1,328.44
1151799,1,6137.35
1151820,1,1128.0
1151857,1,1128.12
1151863,1,422.82
1151947,1,830.26
1151966,1,591.5
1151982,1,1048.0
1151998,1,864.24
1152016,2,16332.64
1152120,1,1507.1
1152198,1,13424.89
1152202,1,1128.12
1152206,1,1657.08
1152280,1,529.12
1152308,1,2120.36
1152311,1,1128.12
1152427,1,1128.12
1152429,1,929.2
1152447,2,1210.8999999999999
1152465,1,909.98
1152537,1,1128.12
1152552,1,634.41
1152635,1,1128.12
1152734,1,1128.0
1152755,1,2095.59
1152757,1,1109.62
1152906,1,1128.12
1152969,1,1128.12
1153133,1,1128.12
1153200,1,78.97
1153245,1,1128.12
1153273,1,2283.48
1153322,1,69.65
1153473,1,8.81
1153523,1,944.02
1153563,2,2345.89
1153576,1,1286.0
1153603,1,1128.0
1153654,1,1128.0
1153675,1,564.0
1153764,1,1128.12
1153820,1,2301.34
1153860,1,367.27
1153864,1,675.91
1153921,1,1128.0
1153969,1,1097.97
1154082,1,1403.15
1154144,1,3527.68
1154192,1,779.06
1154335,1,5596.37
1154336,1,1585.35
1154363,1,31.0
1154387,1,76.63
1154472,1,1128.0
1154481,1,4260.7
1154494,1,1128.0
1154693,1,459.89
1154735,1,1128.0
1154756,1,849.3
1154811,1,1128.0
1154824,1,423.53
1154828,1,1909.17
1154847,1,1128.12
1154926,1,1128.12
1154965,1,76.63
1155005,1,1558.33
1155051,1,1128.12
1155059,1,1128.0
1155076,1,1128.12
1155089,1,428.17
1155243,1,870.47
1155276,1,1128.12
1155289,1,475.65
1155303,1,1398.7
1155380,1,1128.12
1155433,1,1128.0
1155460,1,90.59
1155513,1,1128.12
1155547,1,4429.32
1155644,1,356.81
1155691,1,1128.12
1155728,1,75.94
1155770,1,62.94
1155804,1,1128.12
1155885,1,1128.12
1155892,1,1128.12
1155904,1,10122.62
1155906,1,343.36
1155908,1,564.06
1155919,1,1128.0
1155978,1,1695.95
1156037,1,788.1
1156057,1,2602.85
1156066,1,79.42
1156086,1,826.69
1156115,1,3744.56
1156136,1,1128.12
1156145,1,1128.0
1156154,1,1128.12
1156293,1,1128.12
1156305,1,392.73
1156314,1,1893.34
1156377,1,67.39
1156426,1,1128.12
1156448,1,1128.0
1156773,1,4318.26
1156833,1,1128.12
1156849,2,3978.44
1156850,1,913.58
1156857,1,1128.12
1156890,1,969.46
1156942,1,1128.12
1157020,1,499.58
1157126,1,1128.12
1157141,2,4381.83
1157180,1,1128.12
1157225,1,1128.0
1157310,2,2080.85
1157313,1,281.7
1157391,1,1128.12
1157457,1,638.73
1157485,1,4241.98
1157494,2,824.73
1157508,1,3769.25
1157522,1,879.16
1157589,1,859.81
1157603,1,1128.0
1157701,1,165.12
1157708,1,1128.12
1157752,1,1061.48
1157775,1,1149.29
1157866,2,1441.6499999999999
1157879,1,1049.48
1157895,1,385.13
1158068,1,1128.12
1158106,1,1128.12
1158135,1,5463.12
1158171,1,987.58
1158239,1,1128.12
1158397,1,1585.47
1158433,1,1128.0
1158488,1,1128.0
1158561,1,91.64
1158671,1,1200.42
1158673,1,2010.76
1158677,1,72.02
1158694,1,67.45
1158707,1,1128.12
1158712,2,2256.24
1158720,1,1128.12
1158734,1,830.38
1158765,1,284.49
1159114,1,138.99
1159200,1,78.4
1159231,1,524.0
1159239,1,1128.12
1159286,1,1128.0
1159323,1,1092.83
1159328,1,358.7
1159491,1,1580.57
1159493,1,862.04
1159500,1,1259.84
1159551,1,1128.12
1159557,1,1128.12
1159601,1,1128.12
1159613,1,1128.12
1159725,1,1128.12
1159733,1,1128.12
1159764,1,1128.0
1159825,1,583.43
1159883,1,1128.0
1159900,1,1351.73
1159938,1,1128.12
1159947,1,83.85
1159951,1,1524.49
1159973,1,52.52
1160000,1,1128.0
1160005,1,668.26
1160032,1,1128.12
1160045,1,74.0
1160152,1,550.55
1160163,1,2629.3
1160176,1,1128.0
1160214,1,564.06
1160217,1,7234.35
1160247,1,134.64
1160301,1,1128.0
1160375,1,788.31
1160396,1,1361.46
1160421,1,1128.0
1160542,2,2256.24
1160638,1,1128.0
1160645,1,302.06
1160651,1,7592.43
1160658,1,237.86
1160724,1,1128.12
1160768,2,4761.68
1160771,1,461.56
1160779,1,1128.12
1160785,2,2256.24
1160795,1,5416.85
1160810,1,3775.35
1160881,1,77.19
1160915,1,1060.61
1160975,1,1128.0
1161048,1,1128.12
1161177,1,272.26
1161183,1,36.47
1161185,1,1007.35
1161205,1,1128.12
1161207,1,3540.57
1161295,1,14871.57
1161342,1,1471.17
1161413,2,2256.12
1161432,1,1292.88
1161533,1,1128.0
1161551,1,1714.32
1161589,1,1128.0
1161634,1,1128.0
1161649,1,9964.39
1161725,1,2423.45
1161771,1,321.42
1161805,1,1128.0
1161813,1,1356.79
1161833,1,1128.0
1161839,1,99.55
1161884,1,26.63
1161900,1,744.88
1161931,1,1128.12
1162042,1,1128.12
1162046,1,1128.12
1162205,1,1128.12
1162253,1,2777.35
1162295,1,430.02
1162378,1,1783.65
1162418,1,1128.12
1162443,1,118.5
1162530,1,1128.0
1162535,1,70.78
1162542,1,564.06
1162558,1,1128.0
1162597,1,240.69
1162621,1,1524.49
1162652,1,1382.71
1162656,1,1128.0
1162669,1,365.76
1162674,1,1128.12
1162685,1,1128.0
1162784,1,804.31
1162794,1,133.96
1162802,1,645.01
1162870,1,1128.12
1162967,1,1128.0
1162975,1,1128.0
1162983,1,699.61
1163049,1,487.84
1163066,2,2256.12
1163126,1,145.89
1163188,1,642.58
1163198,1,1647.84
1163216,1,153.16
1163295,1,1128.0
1163347,1,1128.0
1163426,1,1128.0
1163437,1,90.1
1163458,1,1128.12
1163542,1,51857.75
1163564,2,368.7
1163566,1,3304.0
1163617,1,1128.0
1163778,1,1128.0
1163783,1,667.75
1163825,2,1496.79
1163870,1,1128.0
1163909,2,1205.7199999999998
1163926,1,65.97
1163994,1,1128.12
1164114,1,2639.7
1164147,1,3637.86
1164180,1,1128.0
1164212,2,2256.0
