AREA,VEH_POWER,VEH_AGE,DRIV_AGE,BONUS_MALUS,VEH_BRAND,VEH_GAS,DENSITY,REGION,CLAIM_NB,CLAIM_MEAN_AMOUNT_CAPPED
A,4.0,7,21.0,90,B2,Regular,25,R24,1.0,1628.12
A,6.0,5,49.0,62,B4,Diesel,27,R24,1.0,1128.0
B,5.0,6,27.0,118,B1,Regular,82,R24,2.0,612.43
A,4.0,1,71.0,50,B2,Diesel,25,R24,1.0,1128.0
E,5.0,1,29.0,67,B2,Diesel,2399,R24,1.0,1128.12
D,5.0,3,19.0,125,B1,Regular,1127,R24,2.0,947.455
C,5.0,24,50.0,77,B1,Regular,149,R24,1.0,1128.0
C,5.0,6,52.0,50,B1,Regular,149,R24,1.0,354.38
A,10.0,8,41.0,50,B10,Diesel,23,R24,1.0,1128.0
E,5.0,2,22.0,52,B2,Diesel,2960,R43,1.0,1104.48
A,6.0,10,56.0,50,B1,Regular,23,R24,1.0,1128.12
E,8.0,5,25.0,57,B2,Diesel,8549,R82,1.0,23043.74
E,11.0,5,39.0,55,B10,Regular,9307,R82,1.0,180.42
D,5.0,9,67.0,68,B5,Diesel,1962,R82,1.0,1128.12
E,7.0,9,31.0,125,B1,Diesel,3657,R82,1.0,1128.12
E,8.0,3,51.0,50,B10,Diesel,9307,R82,1.0,1448.76
E,6.0,10,79.0,57,B6,Regular,9307,R82,1.0,128.67
C,5.0,2,37.0,50,B2,Diesel,402,R82,1.0,3000.0
E,6.0,9,22.0,95,B3,Diesel,9307,R82,1.0,216.24
C,5.0,12,37.0,50,B2,Diesel,263,R82,1.0,1128.12
E,4.0,7,39.0,67,B2,Regular,8549,R82,1.0,1128.0
C,5.0,2,60.0,50,B5,Regular,236,R82,1.0,141.65
D,6.0,9,51.0,50,B2,Diesel,942,R82,1.0,1128.12
F,4.0,2,27.0,95,B1,Regular,27000,R11,1.0,1128.0
B,7.0,18,44.0,50,B1,Regular,59,R52,1.0,1128.12
B,5.0,6,41.0,58,B2,Diesel,52,R54,1.0,938.42
D,7.0,19,38.0,76,B1,Regular,831,R54,1.0,1128.12
D,7.0,13,21.0,118,B1,Regular,831,R54,1.0,2256.25
D,7.0,13,56.0,55,B2,Diesel,831,R54,1.0,1128.0
D,4.0,12,39.0,64,B1,Regular,831,R54,1.0,1128.0
F,11.0,3,38.0,90,B12,Regular,27000,R11,1.0,2256.25
C,4.0,1,43.0,50,B2,Diesel,142,R72,1.0,1128.12
B,5.0,7,28.0,76,B3,Diesel,95,R52,1.0,1128.0
D,4.0,12,51.0,50,B1,Diesel,831,R54,1.0,986.75
C,7.0,3,47.0,50,B1,Diesel,175,R53,1.0,1128.0
D,8.0,5,44.0,63,B13,Diesel,1165,R53,1.0,1128.0
E,12.0,3,42.0,50,B3,Regular,4128,R52,1.0,33.65
C,6.0,3,38.0,51,B6,Diesel,475,R53,1.0,4475.24
C,7.0,1,47.0,50,B1,Regular,461,R53,1.0,1128.0
E,8.0,4,46.0,50,B6,Regular,6736,R11,1.0,76.58
D,6.0,8,34.0,60,B2,Diesel,528,R93,1.0,1128.0
C,6.0,2,36.0,69,B2,Diesel,175,R53,1.0,1128.0
D,6.0,10,26.0,100,B5,Regular,1192,R53,1.0,1128.12
,5.0,11,50.0,50,B2,Diesel,3386,R53,1.0,1128.12
D,6.0,10,32.0,63,B2,Regular,1541,R91,1.0,1128.0
C,6.0,4,52.0,50,B1,Diesel,347,R53,1.0,2256.25
D,4.0,13,20.0,125,B1,Regular,1165,R53,2.0,593.09
D,8.0,6,40.0,50,B13,Diesel,1165,R53,1.0,2138.64
E,6.0,6,30.0,54,B3,Regular,4128,R52,1.0,1004.26
D,10.0,11,37.0,80,B12,Regular,983,R52,1.0,1598.77
E,6.0,7,43.0,68,B1,Diesel,4128,R52,1.0,1208.14
C,4.0,13,,76,B2,Regular,153,R52,1.0,94.96
E,5.0,1,42.0,62,B2,Diesel,4128,R52,2.0,699.385
C,4.0,13,37.0,56,B2,Regular,490,R52,1.0,1128.0
D,6.0,12,,62,B1,Regular,1457,R52,1.0,1128.0
D,11.0,0,61.0,50,B12,Diesel,983,R52,1.0,1128.0
C,6.0,4,70.0,62,B2,Diesel,117,R52,1.0,1128.12
C,4.0,3,51.0,50,B2,Regular,354,R52,1.0,1128.0
E,4.0,1,36.0,50,B2,Regular,4128,R52,1.0,56.88
D,5.0,5,43.0,50,B4,Diesel,1408,R52,2.0,1124.97
,11.0,15,44.0,63,B12,Diesel,4128,R52,1.0,1128.12
C,9.0,13,49.0,50,B1,Regular,117,R52,2.0,334.975
D,6.0,4,35.0,50,B1,Diesel,763,R52,1.0,2798.75
D,6.0,17,56.0,54,B12,Regular,1408,R52,1.0,36.51
B,5.0,8,38.0,50,B4,Diesel,95,R52,1.0,721.98
E,5.0,16,55.0,67,B2,Diesel,4128,R52,1.0,1128.12
E,7.0,9,30.0,67,B1,Diesel,4128,R52,1.0,1128.12
E,6.0,5,70.0,50,B2,Diesel,4128,R52,1.0,1303.49
D,8.0,19,31.0,85,B1,Diesel,1408,R52,1.0,224.38
B,5.0,5,,50,B3,Diesel,88,R52,1.0,95.96
D,10.0,16,51.0,77,B2,Diesel,526,R52,1.0,1128.12
C,7.0,6,32.0,58,B2,Diesel,149,R52,1.0,1128.12
B,7.0,9,44.0,50,B2,Diesel,58,R52,1.0,1081.71
B,6.0,8,75.0,83,B6,Diesel,80,R52,1.0,1128.12
B,6.0,9,,50,B2,Regular,86,R52,1.0,1128.12
D,5.0,5,66.0,50,B3,Diesel,851,R52,1.0,1128.0
E,6.0,10,47.0,55,B2,Diesel,4128,R52,1.0,1128.12
D,9.0,8,,50,B2,Regular,983,R52,1.0,527.55
E,7.0,13,54.0,63,B2,Regular,4128,R52,1.0,1128.0
D,6.0,6,40.0,59,B1,Regular,568,R52,1.0,1128.12
D,4.0,7,70.0,50,B6,Regular,983,R52,1.0,43.3
E,6.0,0,42.0,50,B3,Diesel,4128,R52,1.0,58.7
,7.0,4,,50,B12,Regular,106,R52,2.0,1128.06
E,5.0,11,52.0,76,B4,Diesel,4128,R52,1.0,1857.55
E,4.0,2,52.0,52,B1,Regular,4128,R52,1.0,1128.12
D,7.0,1,31.0,63,B4,Diesel,568,R52,1.0,1017.42
C,6.0,6,,83,B3,Diesel,115,R52,1.0,2652.49
E,5.0,8,47.0,78,B1,Diesel,4128,R52,1.0,1023.99
,5.0,2,23.0,133,B2,Regular,97,R11,1.0,3000.05
D,7.0,18,36.0,68,B5,Regular,1443,R11,1.0,224.98
D,5.0,7,28.0,60,B5,Diesel,1443,R11,1.0,474.23
D,6.0,13,46.0,50,B2,Diesel,824,R11,1.0,531.0
D,5.0,8,29.0,72,B1,Regular,1329,R11,1.0,649.82
C,5.0,4,,50,B1,Regular,155,R82,1.0,4704.54
C,8.0,16,21.0,85,B11,Regular,488,R11,1.0,4486.61
E,7.0,13,65.0,88,B2,Diesel,3564,R11,1.0,1128.12
C,6.0,9,39.0,85,B1,Regular,267,R11,1.0,1128.0
A,7.0,3,38.0,60,B1,Regular,17,R73,1.0,4678.58
A,7.0,1,38.0,67,B5,Regular,17,R73,1.0,1128.12
,6.0,11,31.0,85,B1,Diesel,3564,R11,1.0,1302.93
D,7.0,17,51.0,75,B2,Diesel,1329,R11,1.0,5191.19
D,7.0,13,42.0,125,B2,Diesel,564,R11,1.0,1128.12
D,7.0,10,49.0,50,B1,Regular,672,R11,1.0,1128.12
D,6.0,5,70.0,70,B5,Regular,1329,R11,1.0,501.95
B,9.0,9,33.0,77,B1,Regular,73,R11,1.0,1128.0
C,7.0,9,22.0,118,B2,Regular,144,R93,1.0,437.21
C,4.0,7,33.0,62,B2,Regular,213,R11,1.0,1476.13
,5.0,9,56.0,50,B3,Diesel,1329,R11,1.0,1128.0
D,7.0,7,31.0,74,B6,Diesel,1943,R24,1.0,1573.71
D,7.0,9,41.0,50,B5,Regular,672,R11,1.0,628.8
E,5.0,13,,118,B2,Diesel,2411,R11,1.0,1230.72
D,7.0,7,36.0,118,B11,Diesel,1609,R11,1.0,1128.0
E,9.0,11,24.0,85,B11,Regular,5332,R11,1.0,75.92
D,4.0,13,45.0,56,B2,Regular,1329,R11,1.0,564.0
D,6.0,7,31.0,95,B1,Diesel,1329,R11,1.0,1128.0
D,4.0,12,28.0,95,B3,Diesel,1287,R11,1.0,1128.12
E,9.0,5,35.0,60,B2,Regular,2411,R11,1.0,1128.12
E,6.0,9,24.0,80,B1,Diesel,2411,R11,1.0,185.61
D,5.0,11,37.0,125,B2,Diesel,1329,R11,1.0,1128.12
D,11.0,10,54.0,62,B2,Regular,1329,R11,1.0,1128.12
A,11.0,8,25.0,76,B4,Regular,31,R11,1.0,1618.56
C,10.0,10,31.0,112,B2,Diesel,108,R11,2.0,1128.06
C,8.0,9,26.0,95,B1,Regular,213,R11,1.0,1275.48
D,7.0,5,,85,B4,Diesel,1937,R11,1.0,522.62
D,5.0,9,19.0,118,B1,Regular,755,R11,1.0,1128.0
C,7.0,5,28.0,95,B6,Diesel,369,R24,1.0,1462.88
B,4.0,10,65.0,55,B1,Regular,53,R24,1.0,1128.0
B,9.0,13,39.0,72,B1,Regular,51,R24,1.0,63.37
D,6.0,8,53.0,77,B1,Diesel,1313,R24,1.0,596.24
C,6.0,13,48.0,90,B4,Regular,405,R24,1.0,1128.0
D,4.0,4,46.0,50,B1,Regular,530,R24,1.0,3550.99
B,6.0,10,66.0,50,B2,Diesel,53,R24,1.0,1128.12
A,7.0,4,47.0,62,B6,Diesel,26,R24,1.0,1128.0
B,4.0,7,36.0,50,B2,Diesel,56,R24,1.0,478.67
A,4.0,5,23.0,95,B2,Diesel,9,R24,1.0,1128.12
C,5.0,16,44.0,50,B2,Diesel,405,R24,1.0,2695.35
B,11.0,12,58.0,50,B2,Regular,57,R24,1.0,1128.12
A,4.0,12,45.0,50,B1,Diesel,49,R24,1.0,358.26
A,6.0,0,26.0,68,B3,Diesel,15,R24,1.0,999.3
B,6.0,9,42.0,50,B6,Diesel,53,R24,1.0,1128.12
,7.0,7,50.0,50,B1,Regular,405,R24,1.0,564.06
A,6.0,3,65.0,50,B1,Diesel,19,R24,1.0,1128.12
C,4.0,7,49.0,50,B4,Diesel,405,R24,1.0,2451.72
C,4.0,4,47.0,56,B6,Regular,405,R24,2.0,221.52
E,7.0,3,43.0,50,B1,Regular,3021,R53,1.0,1128.12
A,4.0,13,55.0,62,B2,Regular,44,R24,1.0,1128.12
A,5.0,16,48.0,73,B2,Diesel,9,R24,1.0,1128.12
E,5.0,7,29.0,90,B3,Diesel,2163,R52,1.0,1128.0
A,5.0,2,27.0,112,B2,Diesel,9,R24,1.0,295.63
C,6.0,2,30.0,64,B2,Diesel,405,R24,1.0,75.47
C,6.0,6,23.0,80,B3,Diesel,405,R24,1.0,63.27
C,5.0,16,27.0,100,B2,Diesel,405,R24,1.0,966.69
A,5.0,13,37.0,50,B6,Regular,24,R82,1.0,1128.0
A,4.0,7,49.0,50,B2,Diesel,21,R83,1.0,1034.53
C,5.0,13,42.0,73,B3,Diesel,405,R24,1.0,2716.23
B,7.0,20,29.0,64,B1,Diesel,88,R24,1.0,1128.12
C,6.0,10,57.0,50,B2,Diesel,192,R24,1.0,1524.49
A,6.0,14,25.0,95,B1,Diesel,45,R24,1.0,564.06
B,7.0,15,,55,B2,Diesel,91,R24,1.0,1128.0
A,6.0,10,44.0,50,B1,Diesel,44,R24,1.0,799.49
B,6.0,7,51.0,95,B2,Diesel,91,R24,1.0,1013.66
C,6.0,9,25.0,85,B2,Diesel,167,R24,1.0,3424.74
C,4.0,7,78.0,57,B2,Regular,101,R24,1.0,1128.12
B,6.0,5,65.0,50,B2,Regular,64,R24,1.0,1128.0
A,5.0,11,54.0,100,B3,Regular,26,R24,1.0,1128.12
B,10.0,10,,50,B1,Regular,91,R24,1.0,460.58
A,6.0,4,55.0,50,B2,Diesel,31,R52,1.0,3640.26
B,4.0,11,52.0,50,B6,Regular,71,R24,1.0,211.5
A,9.0,0,29.0,50,B10,Regular,29,R24,1.0,855.65
A,7.0,9,30.0,71,B2,Regular,39,R43,1.0,1185.08
B,7.0,14,21.0,95,B1,Regular,91,R24,2.0,325.71000000000004
C,6.0,7,49.0,50,B2,Diesel,416,R11,1.0,76.57
D,8.0,3,68.0,69,B2,Regular,1313,R24,1.0,1128.12
D,7.0,7,26.0,106,B2,Diesel,1313,R24,2.0,359.725
A,7.0,17,57.0,50,B1,Regular,30,R24,1.0,3058.71
A,6.0,0,74.0,50,B5,Diesel,22,R24,1.0,48.87
C,10.0,3,23.0,100,B5,Diesel,101,R24,1.0,4384.67
C,5.0,9,31.0,85,B5,Diesel,340,R26,1.0,1135.74
D,7.0,10,83.0,50,B2,Regular,1313,R24,1.0,1652.0
A,8.0,4,56.0,50,B2,Diesel,46,R24,1.0,1128.12
C,5.0,9,54.0,68,B2,Diesel,252,R24,1.0,1128.12
A,7.0,20,38.0,85,B1,Diesel,46,R24,1.0,1628.0
C,5.0,9,50.0,50,B4,Diesel,252,R24,1.0,1652.12
C,10.0,7,27.0,118,B5,Diesel,208,R52,1.0,3749.39
A,6.0,6,23.0,95,B1,Diesel,49,R24,1.0,1128.0
C,6.0,10,31.0,90,B3,Regular,252,R24,1.0,1128.0
B,5.0,6,36.0,50,B3,Diesel,75,R24,1.0,45.03
C,4.0,12,20.0,95,B1,Regular,252,R24,1.0,1128.12
A,8.0,14,32.0,57,B1,Diesel,12,R72,1.0,107.21
B,5.0,16,20.0,100,B2,Regular,72,R24,1.0,2045.75
E,7.0,14,19.0,90,B5,Regular,4116,R24,1.0,263.9
A,8.0,0,32.0,50,B6,Diesel,40,R24,1.0,75.93
C,9.0,13,48.0,50,B2,Regular,216,R82,1.0,144.79
E,6.0,7,30.0,80,B2,Diesel,3859,R82,1.0,69.29
C,8.0,3,30.0,59,B6,Diesel,378,R82,1.0,1128.12
E,5.0,15,26.0,100,B2,Regular,8455,R82,1.0,1289.61
E,6.0,10,27.0,72,B3,Regular,4172,R82,1.0,1128.12
E,7.0,9,39.0,50,B5,Regular,2105,R82,1.0,1128.12
D,4.0,10,59.0,50,B2,Regular,1182,R82,1.0,271.1
E,6.0,3,36.0,78,B1,Regular,3859,R82,2.0,1712.095
B,5.0,2,41.0,50,B1,Regular,73,R82,1.0,1128.12
E,7.0,7,52.0,50,B12,Regular,4172,R82,1.0,34463.16
E,7.0,10,70.0,62,B1,Regular,4172,R82,1.0,1128.0
E,7.0,7,71.0,50,B1,Diesel,8455,R82,1.0,272.83
C,9.0,6,68.0,50,B2,Regular,220,R82,1.0,1128.12
E,4.0,9,47.0,50,B5,Regular,3859,R82,1.0,1128.12
D,9.0,11,65.0,50,B1,Regular,1002,R82,1.0,261.5
E,6.0,6,55.0,50,B1,Diesel,8455,R82,1.0,479.9
E,8.0,3,37.0,50,B1,Regular,3859,R82,1.0,11698.86
E,5.0,5,63.0,50,B5,Diesel,2074,R82,1.0,71.52
E,5.0,2,73.0,77,B2,Regular,8455,R82,1.0,1128.12
D,4.0,3,50.0,50,B2,Regular,600,R82,1.0,1128.0
D,4.0,7,28.0,68,B2,Diesel,1210,R82,1.0,277.81
E,15.0,4,48.0,50,B2,Regular,5433,R93,1.0,1113.65
E,4.0,17,53.0,50,B2,Regular,8455,R82,1.0,1128.12
E,5.0,2,61.0,50,B2,Regular,8455,R82,1.0,345.05
E,5.0,15,80.0,50,B2,Diesel,8455,R82,1.0,1128.12
E,6.0,11,38.0,50,B14,Regular,6736,R11,1.0,2230.0
F,4.0,10,43.0,50,B3,Regular,27000,R11,1.0,1128.0
E,4.0,1,61.0,50,B1,Regular,7313,R31,1.0,1128.12
E,7.0,5,46.0,66,B2,Regular,5539,R11,1.0,1128.12
E,8.0,12,45.0,50,B4,Regular,8880,R11,1.0,1321.54
D,6.0,9,45.0,69,B2,Diesel,1313,R24,1.0,1128.0
A,6.0,4,67.0,50,B2,Diesel,32,R24,1.0,2873.42
C,8.0,13,34.0,112,B1,Diesel,155,R24,1.0,1128.12
C,5.0,16,58.0,50,B2,Diesel,250,R93,1.0,768.35
,5.0,16,31.0,125,B4,Regular,1313,R24,1.0,1128.12
D,4.0,11,24.0,101,B1,Regular,1313,R24,1.0,655.88
C,7.0,16,52.0,50,B2,Diesel,102,R24,1.0,702.92
D,6.0,10,44.0,50,B12,Regular,1313,R24,1.0,564.06
F,4.0,3,46.0,90,B3,Regular,13520,R11,1.0,1259.01
A,6.0,10,21.0,50,B2,Diesel,29,R24,1.0,872.5
C,8.0,2,45.0,62,B12,Regular,338,R53,1.0,1128.12
E,15.0,10,37.0,76,B10,Regular,3430,R93,1.0,555.12
E,7.0,12,37.0,85,B13,Regular,3430,R93,1.0,1128.0
C,4.0,8,53.0,68,B2,Regular,125,R53,1.0,1128.12
C,7.0,7,49.0,52,B2,Diesel,125,R53,1.0,1128.12
C,10.0,13,39.0,51,B12,Regular,473,R53,1.0,338.73
,4.0,13,46.0,50,B2,Regular,473,R53,1.0,1128.0
C,10.0,8,49.0,50,B5,Diesel,125,R53,1.0,800.17
D,4.0,5,44.0,58,B6,Regular,1237,R53,1.0,8138.07
C,11.0,2,55.0,50,B1,Diesel,151,R53,1.0,548.82
C,10.0,8,31.0,99,B4,Regular,473,R53,1.0,826.21
D,12.0,2,54.0,50,B11,Diesel,747,R53,1.0,1128.0
C,7.0,12,,50,B1,Regular,473,R53,1.0,1128.0
B,6.0,12,24.0,80,B1,Diesel,76,R21,1.0,517.14
B,5.0,2,21.0,112,B2,Regular,97,R53,1.0,1128.0
C,5.0,5,43.0,68,B2,Regular,440,R53,1.0,1128.0
C,6.0,4,48.0,50,B2,Diesel,473,R53,1.0,1128.12
C,6.0,6,27.0,85,B1,Diesel,473,R53,1.0,2478.45
C,7.0,5,80.0,50,B2,Regular,473,R53,1.0,1128.12
C,7.0,12,54.0,50,B11,Regular,473,R53,1.0,1128.12
C,7.0,6,21.0,90,B3,Regular,473,R53,1.0,50000.0
D,7.0,2,60.0,50,B1,Diesel,1759,R52,1.0,5474.12
A,5.0,2,62.0,50,B2,Diesel,10,R24,1.0,76.63
A,8.0,11,47.0,50,B13,Regular,12,R24,1.0,1128.12
C,6.0,0,41.0,50,B5,Diesel,182,R24,1.0,1128.12
C,5.0,9,22.0,95,B5,Regular,399,R24,1.0,73.3
C,7.0,6,40.0,50,B12,Regular,182,R24,1.0,3122.28
B,6.0,12,31.0,56,B1,Diesel,57,R24,1.0,1128.12
C,6.0,6,22.0,80,B2,Diesel,182,R24,1.0,75.46
E,4.0,9,58.0,50,B1,Regular,4579,R93,1.0,78.51
C,6.0,15,61.0,50,B1,Regular,414,R93,1.0,4807.03
E,5.0,4,38.0,63,B2,Regular,2216,R93,1.0,1861.97
E,7.0,6,22.0,95,B1,Regular,4762,R93,1.0,78.51
E,8.0,10,32.0,50,B12,Regular,4579,R93,1.0,1146.38
A,5.0,13,45.0,50,B1,Regular,13,R93,1.0,57.34
D,7.0,3,37.0,110,B10,Regular,1250,R93,2.0,5288.715
D,5.0,10,25.0,90,B2,Diesel,563,R52,1.0,1128.12
D,6.0,8,34.0,72,B3,Regular,1955,R94,1.0,1128.12
B,7.0,11,55.0,50,B1,Diesel,57,R24,1.0,1128.12
A,7.0,9,40.0,57,B1,Regular,19,R24,1.0,76.22
E,6.0,8,67.0,50,B1,Diesel,4087,R53,1.0,364.68
E,4.0,14,50.0,50,B2,Regular,4087,R53,1.0,1761.96
E,7.0,2,44.0,50,B13,Diesel,4087,R53,1.0,1128.12
C,6.0,9,41.0,50,B3,Diesel,394,R53,1.0,1128.0
A,5.0,1,,50,B2,Diesel,21,R53,1.0,1128.12
C,5.0,2,41.0,50,B2,Regular,175,R24,1.0,88.8
A,5.0,16,83.0,58,B2,Diesel,32,R24,1.0,1128.0
D,7.0,5,56.0,50,B5,Regular,1193,R24,1.0,4880.34
C,4.0,3,44.0,100,B4,Diesel,394,R24,1.0,1128.12
D,9.0,12,51.0,68,B2,Regular,1052,R24,1.0,1128.12
D,8.0,5,24.0,80,B2,Diesel,1398,R24,1.0,1128.0
E,7.0,6,50.0,58,B1,Regular,3866,R24,1.0,359.1
D,5.0,3,,76,B2,Regular,581,R24,1.0,81.42
E,9.0,2,35.0,52,B6,Diesel,4427,R11,1.0,665.84
E,4.0,4,50.0,50,B2,Regular,3866,R24,1.0,2559.07
A,5.0,14,46.0,100,B5,Regular,26,R24,1.0,7293.16
D,7.0,16,46.0,100,B1,Regular,1127,R24,1.0,1128.12
A,6.0,3,77.0,76,B2,Diesel,37,R31,1.0,1128.0
D,5.0,3,37.0,100,B3,Diesel,1489,R52,1.0,7735.12
A,6.0,3,27.0,60,B2,Diesel,37,R31,1.0,848.73
B,8.0,2,43.0,50,B6,Diesel,76,R31,1.0,1128.12
B,6.0,7,43.0,50,B1,Diesel,76,R31,1.0,2402.48
B,5.0,3,28.0,51,B3,Diesel,56,R31,1.0,294.44
C,7.0,1,49.0,50,B10,Diesel,259,R31,1.0,1128.12
C,6.0,1,49.0,50,B1,Diesel,259,R31,1.0,8985.65
C,6.0,7,43.0,50,B1,Diesel,295,R31,1.0,1128.12
C,12.0,4,38.0,68,B10,Diesel,432,R31,1.0,2850.76
C,4.0,5,75.0,62,B1,Regular,127,R72,1.0,1128.0
D,7.0,9,,64,B12,Diesel,716,R73,1.0,305.76
C,7.0,10,56.0,50,B2,Regular,142,R72,1.0,1128.12
B,6.0,14,33.0,62,B1,Diesel,66,R73,1.0,1128.12
B,5.0,9,33.0,50,B2,Diesel,74,R72,1.0,3712.63
A,9.0,9,38.0,55,B10,Diesel,21,R72,1.0,1128.0
E,4.0,12,58.0,50,B2,Regular,2620,R72,1.0,732.94
C,6.0,3,52.0,50,B2,Regular,223,R72,1.0,11457.35
D,5.0,3,29.0,50,B1,Diesel,604,R91,1.0,1128.12
B,4.0,4,,50,B2,Regular,56,R73,1.0,1124.44
B,6.0,5,48.0,50,B6,Regular,90,R73,1.0,1128.12
B,10.0,0,,50,B12,Diesel,53,R72,1.0,705.99
C,7.0,21,65.0,50,B3,Diesel,240,R72,1.0,1128.0
E,4.0,11,53.0,50,B1,Diesel,3021,R53,1.0,552.81
E,7.0,15,50.0,100,B1,Regular,3021,R53,1.0,1128.12
E,5.0,8,47.0,58,B1,Regular,3021,R53,1.0,218.51
D,6.0,6,44.0,50,B3,Regular,1601,R41,1.0,12734.5
E,5.0,10,52.0,50,B2,Diesel,3651,R41,1.0,1128.12
C,6.0,8,,50,B13,Diesel,183,R41,1.0,1128.0
D,7.0,5,76.0,50,B5,Regular,1002,R41,1.0,1128.12
C,5.0,11,51.0,50,B2,Diesel,212,R41,1.0,1128.12
,4.0,7,44.0,50,B2,Regular,209,R41,1.0,70.38
B,6.0,12,34.0,50,B1,Diesel,60,R41,1.0,1282.63
D,5.0,15,65.0,50,B3,Regular,1601,R41,1.0,1128.12
C,5.0,2,33.0,51,B3,Regular,183,R41,1.0,7935.43
C,6.0,5,40.0,50,B3,Diesel,179,R41,1.0,1128.0
D,5.0,2,69.0,50,B2,Regular,586,R41,1.0,1128.12
D,4.0,13,79.0,50,B1,Regular,586,R41,1.0,1128.12
E,10.0,7,35.0,62,B12,Regular,4348,R72,1.0,2963.39
E,5.0,4,48.0,50,B1,Regular,4348,R72,2.0,1688.9050000000002
E,7.0,3,43.0,50,B1,Regular,4348,R72,1.0,67.46
,5.0,5,49.0,64,B1,Regular,27000,R11,1.0,82.79
B,7.0,7,60.0,55,B5,Regular,67,R72,1.0,89.34
C,8.0,12,71.0,50,B3,Regular,272,R72,1.0,424.14
E,4.0,16,48.0,50,B5,Regular,4348,R72,1.0,188.56
C,7.0,11,68.0,58,B2,Diesel,101,R72,1.0,1128.12
D,5.0,9,69.0,50,B1,Diesel,746,R72,1.0,1433.02
C,5.0,11,43.0,50,B5,Diesel,101,R72,1.0,4968.0
E,4.0,3,53.0,50,B2,Regular,2906,R72,1.0,89.44
A,6.0,2,65.0,50,B2,Diesel,46,R72,1.0,1128.12
C,6.0,7,48.0,50,B5,Diesel,434,R72,1.0,522.6
C,10.0,2,36.0,50,B5,Regular,303,R72,1.0,2925.14
E,5.0,8,76.0,50,B2,Diesel,4348,R72,1.0,1184.44
C,5.0,5,43.0,50,B1,Regular,199,R82,1.0,2799.28
C,4.0,8,44.0,50,B2,Diesel,141,R82,1.0,1485.37
E,5.0,4,48.0,50,B4,Regular,3688,R82,1.0,1128.0
C,5.0,7,27.0,100,B3,Diesel,135,R82,1.0,1128.12
E,7.0,11,60.0,50,B2,Regular,3688,R82,1.0,1128.12
B,9.0,1,47.0,50,B12,Diesel,94,R82,1.0,444.17
D,7.0,6,52.0,50,B10,Diesel,854,R82,1.0,311.79
E,5.0,7,25.0,76,B4,Diesel,3688,R82,1.0,81.31
,4.0,8,46.0,50,B2,Diesel,138,R82,1.0,1128.12
,7.0,11,43.0,50,B2,Diesel,3688,R82,1.0,93.53
C,11.0,11,49.0,78,B2,Regular,380,R82,1.0,9098.12
D,5.0,12,51.0,50,B2,Diesel,989,R82,1.0,1128.12
D,7.0,6,51.0,50,B4,Regular,1110,R82,1.0,866.49
E,7.0,7,69.0,68,B1,Regular,3688,R82,1.0,370.76
E,5.0,6,63.0,77,B1,Regular,3688,R82,1.0,1128.0
E,12.0,5,47.0,50,B12,Diesel,3430,R82,1.0,2203.4
E,7.0,11,81.0,173,B2,Regular,3688,R82,1.0,831.01
D,6.0,8,46.0,118,B1,Regular,854,R82,1.0,616.15
E,9.0,10,47.0,50,B1,Regular,4762,R93,1.0,2070.89
E,6.0,4,74.0,50,B13,Regular,3430,R93,1.0,209.62
E,7.0,3,38.0,50,B6,Regular,2446,R93,1.0,784.8
E,4.0,10,77.0,50,B2,Regular,4762,R93,1.0,3022.09
E,5.0,2,67.0,50,B3,Regular,4762,R93,1.0,1128.12
C,5.0,0,,50,B6,Regular,476,R93,1.0,75.46
E,9.0,9,,50,B1,Regular,2733,R93,1.0,1128.0
E,5.0,1,85.0,50,B1,Regular,2733,R93,1.0,1128.0
E,4.0,11,40.0,62,B6,Regular,2733,R93,1.0,1128.12
E,8.0,10,53.0,50,B2,Regular,4762,R93,1.0,732.22
B,6.0,5,43.0,50,B2,Diesel,98,R93,1.0,529.0
E,7.0,8,35.0,50,B3,Regular,2733,R93,1.0,1611.79
E,4.0,13,47.0,73,B1,Regular,4762,R93,1.0,53.37
E,6.0,5,46.0,58,B2,Diesel,3317,R93,1.0,408.12
E,6.0,5,75.0,50,B13,Regular,3317,R93,1.0,1128.12
,6.0,15,,58,B2,Regular,3317,R93,1.0,90.52
E,7.0,5,61.0,50,B1,Diesel,3317,R93,1.0,1128.0
E,6.0,3,35.0,50,B3,Regular,3317,R93,1.0,1128.0
E,6.0,12,42.0,50,B3,Regular,3317,R93,1.0,1128.12
D,7.0,9,75.0,52,B1,Regular,1687,R93,1.0,1048.0
D,7.0,8,50.0,58,B3,Regular,726,R91,1.0,6185.29
D,7.0,3,61.0,50,B1,Regular,611,R93,1.0,225.68
E,6.0,8,47.0,50,B1,Diesel,3317,R93,1.0,1128.12
E,5.0,1,78.0,50,B3,Regular,3317,R93,1.0,542.08
C,8.0,7,61.0,50,B2,Regular,298,R93,1.0,1128.12
E,6.0,1,52.0,50,B2,Diesel,3317,R93,1.0,972.41
E,7.0,3,46.0,50,B10,Diesel,3317,R93,1.0,2195.64
E,5.0,11,64.0,50,B2,Regular,3317,R93,1.0,1128.12
E,5.0,7,34.0,50,B4,Regular,3317,R93,1.0,608.95
E,4.0,8,37.0,50,B6,Diesel,3317,R93,1.0,2088.49
E,10.0,10,39.0,78,B2,Diesel,3317,R93,1.0,1128.12
E,4.0,7,75.0,50,B2,Regular,3317,R93,1.0,1628.12
